strain	taxonomyId	accession	isRef	level	chromosomeCount	length	scaffoldCount	scaffoldN50	scaffoldL50	coverage	gcPercent	annotationStatus	pairedAccession	species	speciesTaxonomyId	lineageTaxonomyIds	taxonomicGroup	taxonomicLevelDomain	taxonomicLevelRealm	taxonomicLevelKingdom	taxonomicLevelPhylum	taxonomicLevelClass	taxonomicLevelOrder	taxonomicLevelFamily	taxonomicLevelGenus	taxonomicLevelSpecies	taxonomicLevelStrain	ucscBrowser	genBank	refSeq	geneModelUrl
ANKA	5823	GCF_900002375.2	True	Chromosome	14.0	18740246	19.0	1640193.0	5.0	100.0x	22.0	Full annotation	GCA_900002375.2	Plasmodium berghei	5821	1,131567,2759,2698737,33630,5794,422676,5819,1639119,5820,418101,5821,5823	Apicomplexa	Eukaryota			Apicomplexa	Aconoidasida	Haemosporida	Plasmodiidae	Plasmodium	Plasmodium berghei	Plasmodium berghei ANKA	https://genome.ucsc.edu/h/GCF_900002375.2	GCA_900002375.2	GCF_900002375.2	https://hgdownload.soe.ucsc.edu/hubs/GCF/900/002/375/GCF_900002375.2/genes/GCF_900002375.2_GCA_900002375.ncbiRefSeq.gtf.gz
	6526	GCF_947242115.1	True	Chromosome	18.0	850620091	43.0	48536009.0	7.0	29.0x	36.0	Full annotation	GCA_947242115.1	Biomphalaria glabrata	6526	1,131567,2759,33154,33208,6072,33213,33317,2697495,1206795,6447,6448,216305,216307,977775,977779,216441,6524,6525,6526		Eukaryota		Metazoa	Mollusca	Gastropoda		Planorbidae	Biomphalaria	Biomphalaria glabrata		https://genome.ucsc.edu/h/GCF_947242115.1	GCA_947242115.1	GCF_947242115.1	https://hgdownload.soe.ucsc.edu/hubs/GCF/947/242/115/GCF_947242115.1/genes/GCF_947242115.1_xgBioGlab47.1.ncbiRefSeq.gtf.gz
G3	412133	GCF_026262505.1	True	Chromosome	6.0	181466644	218.0	27737965.0	3.0	180.0x	32.5	Full annotation	GCA_026262505.1	Trichomonas vaginalis	5722	1,131567,2759,2611341,5719,37104,181550,5721,5722,412133	Metamonada	Eukaryota			Parabasalia		Trichomonadida	Trichomonadidae	Trichomonas	Trichomonas vaginalis		https://genome.ucsc.edu/h/GCF_026262505.1	GCA_026262505.1	GCF_026262505.1	https://hgdownload.soe.ucsc.edu/hubs/GCF/026/262/505/GCF_026262505.1/genes/GCF_026262505.1_NYU_TvagG3_2.ncbiRefSeq.gtf.gz
	62324	GCF_943734845.2	True	Chromosome	3.0	250698078	329.0	84636641.0	2.0	56.0x	41.5	Full annotation	GCA_943734845.1	Anopheles funestus	62324	1,131567,2759,33154,33208,6072,33213,33317,1206794,88770,6656,197563,197562,6960,50557,85512,7496,33340,33392,7147,7148,43786,41827,7157,43816,7164,44534,59140,59142,62324	Arthropoda	Eukaryota		Metazoa	Arthropoda	Insecta	Diptera	Culicidae	Anopheles	Anopheles funestus		https://genome.ucsc.edu/h/GCF_943734845.2	GCA_943734845.1	GCF_943734845.2	https://hgdownload.soe.ucsc.edu/hubs/GCF/943/734/845/GCF_943734845.2/genes/GCF_943734845.2_idAnoFuneDA-416_04.ncbiRefSeq.gtf.gz
	43151	GCF_943734745.1	True	Chromosome	3.0	181637336	65.0	94951917.0	1.0	32.0x	48.0	Full annotation	GCA_943734745.1	Anopheles darlingi	43151	1,131567,2759,33154,33208,6072,33213,33317,1206794,88770,6656,197563,197562,6960,50557,85512,7496,33340,33392,7147,7148,43786,41827,7157,43816,7164,44543,44545,44546,44552,43151	Arthropoda	Eukaryota		Metazoa	Arthropoda	Insecta	Diptera	Culicidae	Anopheles	Anopheles darlingi		https://genome.ucsc.edu/h/GCF_943734745.1	GCA_943734745.1	GCF_943734745.1	https://hgdownload.soe.ucsc.edu/hubs/GCF/943/734/745/GCF_943734745.1/genes/GCF_943734745.1_idAnoDarlMG_H_01.ncbiRefSeq.gtf.gz
	7173	GCF_016920715.1	True	Chromosome	4.0	256807969	101.0	95710210.0	2.0	114.0x	44.5	Full annotation	GCA_016920715.1	Anopheles arabiensis	7173	1,131567,2759,33154,33208,6072,33213,33317,1206794,88770,6656,197563,197562,6960,50557,85512,7496,33340,33392,7147,7148,43786,41827,7157,43816,7164,44534,44537,44542,7173	Arthropoda	Eukaryota		Metazoa	Arthropoda	Insecta	Diptera	Culicidae	Anopheles	Anopheles arabiensis		https://genome.ucsc.edu/h/GCF_016920715.1	GCA_016920715.1	GCF_016920715.1	https://hgdownload.soe.ucsc.edu/hubs/GCF/016/920/715/GCF_016920715.1/genes/GCF_016920715.1_AaraD3.ncbiRefSeq.gtf.gz
	1518534	GCF_943734685.1	True	Chromosome	3.0	262602229	128.0	95248607.0	2.0	59.0x	44.5	Full annotation	GCA_943734685.1	Anopheles coluzzii	1518534	1,131567,2759,33154,33208,6072,33213,33317,1206794,88770,6656,197563,197562,6960,50557,85512,7496,33340,33392,7147,7148,43786,41827,7157,43816,7164,44534,44537,44542,1518534	Arthropoda	Eukaryota		Metazoa	Arthropoda	Insecta	Diptera	Culicidae	Anopheles	Anopheles coluzzii		https://genome.ucsc.edu/h/GCF_943734685.1	GCA_943734685.1	GCF_943734685.1	https://hgdownload.soe.ucsc.edu/hubs/GCF/943/734/685/GCF_943734685.1/genes/GCF_943734685.1_AcolN3.ncbiRefSeq.gtf.gz
	42839	GCF_943734665.1	True	Chromosome	4.0	176573000	90.0	90077004.0	1.0	94.0x	48.0	Full annotation	GCA_943734665.1	Anopheles aquasalis	42839	1,131567,2759,33154,33208,6072,33213,33317,1206794,88770,6656,197563,197562,6960,50557,85512,7496,33340,33392,7147,7148,43786,41827,7157,43816,7164,44543,44544,44548,44549,44550,42839	Arthropoda	Eukaryota		Metazoa	Arthropoda	Insecta	Diptera	Culicidae	Anopheles	Anopheles aquasalis		https://genome.ucsc.edu/h/GCF_943734665.1	GCA_943734665.1	GCF_943734665.1	https://hgdownload.soe.ucsc.edu/hubs/GCF/943/734/665/GCF_943734665.1/genes/GCF_943734665.1_idAnoAquaMG_Q_19.ncbiRefSeq.gtf.gz
	29031	GCF_024763615.1	True	Chromosome	5.0	351607531	645.0	111783093.0	2.0	14.1x	34.0	Full annotation	GCA_024763615.2	Phlebotomus papatasi	29031	1,131567,2759,33154,33208,6072,33213,33317,1206794,88770,6656,197563,197562,6960,50557,85512,7496,33340,33392,7147,7148,43787,41831,7197,7198,13203,44556,29031	Arthropoda	Eukaryota		Metazoa	Arthropoda	Insecta	Diptera	Psychodidae	Phlebotomus	Phlebotomus papatasi		https://genome.ucsc.edu/h/GCF_024763615.1	GCA_024763615.2	GCF_024763615.1	https://hgdownload.soe.ucsc.edu/hubs/GCF/024/763/615/GCF_024763615.1/genes/GCF_024763615.1_Ppap_2.1.ncbiRefSeq.gtf.gz
MAF	30066	GCF_017562075.2	True	Chromosome	5.0	294364394	1327.0	50316797.0	3.0	50.0x	44.0	Full annotation	GCA_017562075.2	Anopheles merus	30066	1,131567,2759,33154,33208,6072,33213,33317,1206794,88770,6656,197563,197562,6960,50557,85512,7496,33340,33392,7147,7148,43786,41827,7157,43816,7164,44534,44537,44542,30066	Arthropoda	Eukaryota		Metazoa	Arthropoda	Insecta	Diptera	Culicidae	Anopheles	Anopheles merus		https://genome.ucsc.edu/h/GCF_017562075.2	GCA_017562075.2	GCF_017562075.2	https://hgdownload.soe.ucsc.edu/hubs/GCF/017/562/075/GCF_017562075.2/genes/GCF_017562075.2_AmerM5.1.ncbiRefSeq.gtf.gz
	185578	GCF_943737925.1	True	Chromosome	3.0	195220701	156.0	75938266.0	2.0	48.0x	46.0	Full annotation	GCA_943737925.1	Anopheles nili	185578	1,131567,2759,33154,33208,6072,33213,33317,1206794,88770,6656,197563,197562,6960,50557,85512,7496,33340,33392,7147,7148,43786,41827,7157,43816,7164,44534,44536,185573,185574,185578	Arthropoda	Eukaryota		Metazoa	Arthropoda	Insecta	Diptera	Culicidae	Anopheles	Anopheles nili		https://genome.ucsc.edu/h/GCF_943737925.1	GCA_943737925.1	GCF_943737925.1	https://hgdownload.soe.ucsc.edu/hubs/GCF/943/737/925/GCF_943737925.1/genes/GCF_943737925.1_idAnoNiliSN_F5_01.ncbiRefSeq.gtf.gz
	53552	GCF_943734655.1	True	Chromosome	3.0	676043992	8.0	246577358.0	2.0	37.0x	40.0	Full annotation	GCA_943734655.2	Sabethes cyaneus	53552	1,131567,2759,33154,33208,6072,33213,33317,1206794,88770,6656,197563,197562,6960,50557,85512,7496,33340,33392,7147,7148,43786,41827,7157,43817,53549,53551,53552	Arthropoda	Eukaryota		Metazoa	Arthropoda	Insecta	Diptera	Culicidae	Sabethes	Sabethes cyaneus		https://genome.ucsc.edu/h/GCF_943734655.1	GCA_943734655.2	GCF_943734655.1	https://hgdownload.soe.ucsc.edu/hubs/GCF/943/734/655/GCF_943734655.1/genes/GCF_943734655.1_idSabCyanKW18_F2.ncbiRefSeq.gtf.gz
	1521116	GCF_943734725.1	True	Chromosome	3.0	225712104	288.0	84416232.0	2.0	51.0x	43.5	Full annotation	GCA_943734725.1	Anopheles marshallii	1521116	1,131567,2759,33154,33208,6072,33213,33317,1206794,88770,6656,197563,197562,6960,50557,85512,7496,33340,33392,7147,7148,43786,41827,7157,43816,7164,44534,59140,1521116	Arthropoda	Eukaryota		Metazoa	Arthropoda	Insecta	Diptera	Culicidae	Anopheles	Anopheles marshallii		https://genome.ucsc.edu/h/GCF_943734725.1	GCA_943734725.1	GCF_943734725.1	https://hgdownload.soe.ucsc.edu/hubs/GCF/943/734/725/GCF_943734725.1/genes/GCF_943734725.1_idAnoMarsDA_429_01.ncbiRefSeq.gtf.gz
	139045	GCF_943734705.1	True	Chromosome	3.0	269983652	419.0	94852749.0	2.0	33.0x	44.0	Full annotation	GCA_943734705.2	Anopheles coustani	139045	1,131567,2759,33154,33208,6072,33213,33317,1206794,88770,6656,197563,197562,6960,50557,85512,7496,33340,33392,7147,7148,43786,41827,7157,43816,7164,44482,58247,58250,59130,139045	Arthropoda	Eukaryota		Metazoa	Arthropoda	Insecta	Diptera	Culicidae	Anopheles	Anopheles coustani		https://genome.ucsc.edu/h/GCF_943734705.1	GCA_943734705.2	GCF_943734705.1	https://hgdownload.soe.ucsc.edu/hubs/GCF/943/734/705/GCF_943734705.1/genes/GCF_943734705.1_idAnoCousDA_361_x.2.ncbiRefSeq.gtf.gz
	345580	GCF_943734765.1	True	Chromosome	3.0	269983652	419.0	94852749.0	2.0	94.0x	44.0	Full annotation	GCA_943734765.2	Anopheles ziemanni	345580	1,131567,2759,33154,33208,6072,33213,33317,1206794,88770,6656,197563,197562,6960,50557,85512,7496,33340,33392,7147,7148,43786,41827,7157,43816,7164,44482,58247,58250,59130,345580	Arthropoda	Eukaryota		Metazoa	Arthropoda	Insecta	Diptera	Culicidae	Anopheles	Anopheles ziemanni		https://genome.ucsc.edu/h/GCF_943734765.1	GCA_943734765.2	GCF_943734765.1	https://hgdownload.soe.ucsc.edu/hubs/GCF/943/734/765/GCF_943734765.1/genes/GCF_943734765.1_idAnoZiCoDA_A2_x.2.ncbiRefSeq.gtf.gz
	1496333	GCF_943734695.1	True	Chromosome	3.0	224059441	170.0	92548589.0	2.0	52.0x	43.0	Full annotation	GCA_943734695.1	Anopheles maculipalpis	1496333	1,131567,2759,33154,33208,6072,33213,33317,1206794,88770,6656,197563,197562,6960,50557,85512,7496,33340,33392,7147,7148,43786,41827,7157,43816,7164,44534,44535,1496333	Arthropoda	Eukaryota		Metazoa	Arthropoda	Insecta	Diptera	Culicidae	Anopheles	Anopheles maculipalpis		https://genome.ucsc.edu/h/GCF_943734695.1	GCA_943734695.1	GCF_943734695.1	https://hgdownload.soe.ucsc.edu/hubs/GCF/943/734/695/GCF_943734695.1/genes/GCF_943734695.1_idAnoMacuDA_375_x.ncbiRefSeq.gtf.gz
	186751	GCF_943734755.1	True	Chromosome	3.0	271316723	345.0	92649126.0	2.0	41.0x	43.0	Updated annotation	GCA_943734755.1	Anopheles moucheti	186751	1,131567,2759,33154,33208,6072,33213,33317,1206794,88770,6656,197563,197562,6960,50557,85512,7496,33340,33392,7147,7148,43786,41827,7157,43816,7164,44534,59140,186751	Arthropoda	Eukaryota		Metazoa	Arthropoda	Insecta	Diptera	Culicidae	Anopheles	Anopheles moucheti		https://genome.ucsc.edu/h/GCF_943734755.1	GCA_943734755.1	GCF_943734755.1	https://hgdownload.soe.ucsc.edu/hubs/GCF/943/734/755/GCF_943734755.1/genes/GCF_943734755.1_idAnoMoucSN_F20_07.ncbiRefSeq.gtf.gz
Bolivian I	5824	GCF_023973825.1	True	Chromosome	14.0	31374054	43.0	2339971.0	6.0	27.0x	25.0	Full annotation	GCA_023973825.1	Plasmodium brasilianum	5824	1,131567,2759,2698737,33630,5794,422676,5819,1639119,5820,418103,5824	Apicomplexa	Eukaryota			Apicomplexa	Aconoidasida	Haemosporida	Plasmodiidae	Plasmodium	Plasmodium brasilianum		https://genome.ucsc.edu/h/GCF_023973825.1	GCA_023973825.1	GCF_023973825.1	https://hgdownload.soe.ucsc.edu/hubs/GCF/023/973/825/GCF_023973825.1/genes/GCF_023973825.1_ASM2397382v1.ncbiRefSeq.gtf.gz
	323732	GCF_028658345.1	True	Chromosome	5.0	10408054	165.0	1428345.0	3.0	150.0x	37.5	Full annotation	GCA_028658345.1	Babesia duncani	323732	1,131567,2759,2698737,33630,5794,422676,5863,32594,5864,323732	Apicomplexa	Eukaryota			Apicomplexa	Aconoidasida	Piroplasmida	Babesiidae	Babesia	Babesia duncani		https://genome.ucsc.edu/h/GCF_028658345.1	GCA_028658345.1	GCF_028658345.1	https://hgdownload.soe.ucsc.edu/hubs/GCF/028/658/345/GCF_028658345.1/genes/GCF_028658345.1_Bduncani_v1.ncbiRefSeq.gtf.gz
C119	2761500	GCF_017918235.1	True	Chromosome	36.0	34958538	74.0	967170.0	10.0	177.1x	56.0	Full annotation	GCA_017918235.1	Porcisia hertigi	2761500	1,131567,2759,2611352,33682,5653,2704647,2704949,5654,1286322,2761499,2761500	Kinetoplastea	Eukaryota			Euglenozoa	Kinetoplastea	Trypanosomatida	Trypanosomatidae	Porcisia	Porcisia hertigi		https://genome.ucsc.edu/h/GCA_017918235.1	GCA_017918235.1	GCF_017918235.1	https://hgdownload.soe.ucsc.edu/hubs/GCF/017/918/235/GCF_017918235.1/genes/GCF_017918235.1_LU_Pher_1.0.ncbiRefSeq.gtf.gz
	2249476	GCF_017916335.1	True	Chromosome	36.0	34194276	98.0	1120138.0	11.0	390.7x	59.5	Full annotation	GCA_017916335.1	Leishmania orientalis	2249476	1,131567,2759,2611352,33682,5653,2704647,2704949,5654,1286322,5658,2249475,2249476	Kinetoplastea	Eukaryota			Euglenozoa	Kinetoplastea	Trypanosomatida	Trypanosomatidae	Leishmania	Leishmania orientalis		https://genome.ucsc.edu/h/GCF_017916335.1	GCA_017916335.1	GCF_017916335.1	https://hgdownload.soe.ucsc.edu/hubs/GCF/017/916/335/GCF_017916335.1/genes/GCF_017916335.1_LU_Lori_1.0.ncbiRefSeq.gtf.gz
	1580590	GCF_017916325.1	True	Chromosome	36.0	32413670	42.0	1046741.0	11.0	277.9x	60.0	Full annotation	GCA_017916325.1	Leishmania martiniquensis	1580590	1,131567,2759,2611352,33682,5653,2704647,2704949,5654,1286322,5658,38568,1580590	Kinetoplastea	Eukaryota			Euglenozoa	Kinetoplastea	Trypanosomatida	Trypanosomatidae	Leishmania	Leishmania martiniquensis		https://genome.ucsc.edu/h/GCF_017916325.1	GCA_017916325.1	GCF_017916325.1	https://hgdownload.soe.ucsc.edu/hubs/GCF/017/916/325/GCF_017916325.1/genes/GCF_017916325.1_LU_Lmar_1.0.ncbiRefSeq.gtf.gz
	5663	GCF_017916305.1	True	Chromosome	36.0	33318864	54.0	1075649.0	11.0	271.8x	59.5	Full annotation	GCA_017916305.1	Leishmania enriettii	5663	1,131567,2759,2611352,33682,5653,2704647,2704949,5654,1286322,5658,2249475,5663	Kinetoplastea	Eukaryota			Euglenozoa	Kinetoplastea	Trypanosomatida	Trypanosomatidae	Leishmania	Leishmania enriettii		https://genome.ucsc.edu/h/GCA_017916305.1	GCA_017916305.1	GCF_017916305.1	https://hgdownload.soe.ucsc.edu/hubs/GCF/017/916/305/GCF_017916305.1/genes/GCF_017916305.1_LU_Lenr_1.0.ncbiRefSeq.gtf.gz
SGS1	85471	GCF_900005765.1	True	Chromosome	14.0	22571969	512.0	1287098.0	6.0	70.0x	18.5	Full annotation	GCA_900005765.1	Plasmodium relictum	85471	1,131567,2759,2698737,33630,5794,422676,5819,1639119,5820,418104,85471	Apicomplexa	Eukaryota			Apicomplexa	Aconoidasida	Haemosporida	Plasmodiidae	Plasmodium	Plasmodium relictum		https://genome.ucsc.edu/h/GCF_900005765.1	GCA_900005765.1	GCF_900005765.1	https://hgdownload.soe.ucsc.edu/hubs/GCF/900/005/765/GCF_900005765.1/genes/GCF_900005765.1_PRELSG.ncbiRefSeq.gtf.gz
	68878	GCF_943734635.1	True	Chromosome	3.0	184069349	5088.0	62075725.0	2.0	103.0x	49.0	Updated annotation	GCA_943734635.1	Anopheles cruzii	68878	1,131567,2759,33154,33208,6072,33213,33317,1206794,88770,6656,197563,197562,6960,50557,85512,7496,33340,33392,7147,7148,43786,41827,7157,43816,7164,68877,68878	Arthropoda	Eukaryota		Metazoa	Arthropoda	Insecta	Diptera	Culicidae	Anopheles	Anopheles cruzii		https://genome.ucsc.edu/h/GCF_943734635.1	GCA_943734635.1	GCF_943734635.1	https://hgdownload.soe.ucsc.edu/hubs/GCF/943/734/635/GCF_943734635.1/genes/GCF_943734635.1_idAnoCruzAS_RS32_06.ncbiRefSeq.gtf.gz
	139047	GCF_943735745.2	True	Chromosome	3.0	169575294	2985.0	85293694.0	1.0	120.0x	49.0	Full annotation	GCA_943735745.2	Anopheles bellator	139047	1,131567,2759,33154,33208,6072,33213,33317,1206794,88770,6656,197563,197562,6960,50557,85512,7496,33340,33392,7147,7148,43786,41827,7157,43816,7164,68877,139047	Arthropoda	Eukaryota		Metazoa	Arthropoda	Insecta	Diptera	Culicidae	Anopheles	Anopheles bellator		https://genome.ucsc.edu/h/GCF_943735745.2	GCA_943735745.2	GCF_943735745.2	https://hgdownload.soe.ucsc.edu/hubs/GCF/943/735/745/GCF_943735745.2/genes/GCF_943735745.2_idAnoBellAS_SP24_06.2.ncbiRefSeq.gtf.gz
	5858	GCF_900090045.1	True	Chromosome	14.0	33577742	61.0	2312277.0	6.0	180.0x	24.5	Full annotation	GCA_900090045.1	Plasmodium malariae	5858	1,131567,2759,2698737,33630,5794,422676,5819,1639119,5820,418103,5858	Apicomplexa	Eukaryota			Apicomplexa	Aconoidasida	Haemosporida	Plasmodiidae	Plasmodium	Plasmodium malariae		https://genome.ucsc.edu/h/GCF_900090045.1	GCA_900090045.1	GCF_900090045.1	https://hgdownload.soe.ucsc.edu/hubs/GCF/900/090/045/GCF_900090045.1/genes/GCF_900090045.1_PmUG01.ncbiRefSeq.gtf.gz
FI-F-10	3039483	GCF_021821965.1	True	Contig		2206487				9.0x	43.0	Full annotation	GCA_021821965.1	Ordospora pajunii	3039483	1,131567,2759,33154,4751,112252,6029,469895,174683,174684,3039483	Microsporidia	Eukaryota		Fungi	Microsporidia			Ordosporidae	Ordospora	Ordospora pajunii		https://genome.ucsc.edu/h/GCF_021821965.1	GCA_021821965.1	GCF_021821965.1	https://hgdownload.soe.ucsc.edu/hubs/GCF/021/821/965/GCF_021821965.1/genes/GCF_021821965.1_FI-F-10_v._1.ncbiRefSeq.gtf.gz
JUm2507	1912982	GCF_021653875.1	True	Scaffold		3787290	111.0	195657.0	7.0	99.4x	49.0	Full annotation	GCA_021653875.1	Nematocida major	1912982	1,131567,2759,33154,4751,112252,6029,469895,586132,1912982	Microsporidia	Eukaryota		Fungi	Microsporidia				Nematocida	Nematocida major		https://genome.ucsc.edu/h/GCF_021653875.1	GCA_021653875.1	GCF_021653875.1	https://hgdownload.soe.ucsc.edu/hubs/GCF/021/653/875/GCF_021653875.1/genes/GCF_021653875.1_ASM2165387v1.ncbiRefSeq.gtf.gz
aabys	7370	GCF_030504385.1	True	Scaffold		1032604506	339.0	12461067.0	23.0	135.0x	35.0	Full annotation	GCA_030504385.2	Musca domestica	7370	1,131567,2759,33154,33208,6072,33213,33317,1206794,88770,6656,197563,197562,6960,50557,85512,7496,33340,33392,7147,7203,43733,480118,480117,43738,43742,43754,7366,43910,57894,7369,44052,7370	Arthropoda	Eukaryota		Metazoa	Arthropoda	Insecta	Diptera	Muscidae	Musca	Musca domestica		https://genome.ucsc.edu/h/GCF_030504385.1	GCA_030504385.2	GCF_030504385.1	https://hgdownload.soe.ucsc.edu/hubs/GCF/030/504/385/GCF_030504385.1/genes/GCF_030504385.1_Musca_domestica.polishedcontigs.V.1.1.ncbiRefSeq.gtf.gz
	6945	GCF_016920785.2	True	Scaffold		2226883318	648.0	132052651.0	6.0	41.0x	46.0	Full annotation	GCA_016920785.2	Ixodes scapularis	6945	1,131567,2759,33154,33208,6072,33213,33317,1206794,88770,6656,6843,6854,6933,6934,6935,297308,6939,426442,6944,6945	Arthropoda	Eukaryota		Metazoa	Arthropoda	Arachnida	Ixodida	Ixodidae	Ixodes	Ixodes scapularis		https://genome.ucsc.edu/h/GCF_016920785.2	GCA_016920785.2	GCF_016920785.2	https://hgdownload.soe.ucsc.edu/hubs/GCF/016/920/785/GCF_016920785.2/genes/GCF_016920785.2_ASM1692078v2.ncbiRefSeq.gtf.gz
ET1	1227346	GCF_900067095.1	True	Scaffold		45210324	32.0	3311891.0	5.0	100.0x	48.5	Full annotation	GCA_900067095.1	Fusarium proliferatum	948311	1,131567,2759,33154,4751,451864,4890,716545,147538,716546,715989,147550,222543,5125,110618,5506,171627,948311,1227346	Ascomycota	Eukaryota		Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium proliferatum	Fusarium proliferatum ET1	https://genome.ucsc.edu/h/GCF_900067095.1	GCA_900067095.1	GCF_900067095.1	https://hgdownload.soe.ucsc.edu/hubs/GCF/900/067/095/GCF_900067095.1/genes/GCF_900067095.1_F._proliferatum_ET1_version_1.ncbiRefSeq.gtf.gz
	164328	GCF_020800215.1	True	Scaffold		57451392	28.0	3611744.0	6.0	340.0x	54.5	Full annotation	GCA_020800215.1	Phytophthora ramorum	164328	1,131567,2759,2698737,33634,4762,4776,4777,4783,164328	Oomycota	Eukaryota			Oomycota		Peronosporales	Peronosporaceae	Phytophthora	Phytophthora ramorum		https://genome.ucsc.edu/h/GCA_020800215.1	GCA_020800215.1	GCF_020800215.1	https://hgdownload.soe.ucsc.edu/hubs/GCF/020/800/215/GCF_020800215.1/genes/GCF_020800215.1_PR-102_v3_p.ncbiRefSeq.gtf.gz
GKB4	4785	GCF_018691715.1	True	Scaffold		109702272	133.0	1187988.0	30.0	100.0x	54.0	Full annotation	GCA_018691715.1	Phytophthora cinnamomi	4785	1,131567,2759,2698737,33634,4762,4776,4777,4783,4785	Oomycota	Eukaryota			Oomycota		Peronosporales	Peronosporaceae	Phytophthora	Phytophthora cinnamomi		https://genome.ucsc.edu/h/GCA_018691715.1	GCA_018691715.1	GCF_018691715.1	https://hgdownload.soe.ucsc.edu/hubs/GCF/018/691/715/GCF_018691715.1/genes/GCF_018691715.1_ASM1869171v1.ncbiRefSeq.gtf.gz
	34620	GCF_023375885.1	False	Scaffold		2485971885	3118.0	56155975.0	12.0	38.0x	46.5	Full annotation	GCA_023375885.2	Dermacentor andersoni	34620	1,131567,2759,33154,33208,6072,33213,33317,1206794,88770,6656,6843,6854,6933,6934,6935,297308,6939,426437,34619,34620	Arthropoda	Eukaryota		Metazoa	Arthropoda	Arachnida	Ixodida	Ixodidae	Dermacentor	Dermacentor andersoni		https://genome.ucsc.edu/h/GCF_023375885.1	GCA_023375885.2	GCF_023375885.1	https://hgdownload.soe.ucsc.edu/hubs/GCF/023/375/885/GCF_023375885.1/genes/GCF_023375885.1_qqDerAnde1.2.ncbiRefSeq.gtf.gz
BP57	273372	GCF_017655625.1	True	Scaffold		13093275	9.0	2138570.0	3.0	150.0x	38.0	Full annotation	GCA_017655625.1	Candida metapsilosis	273372	1,131567,2759,33154,4751,451864,4890,716545,147537,3239874,2916678,766764,1535325,5475,273372	Ascomycota	Eukaryota		Fungi	Ascomycota	Pichiomycetes	Serinales	Debaryomycetaceae	Candida	Candida metapsilosis		https://genome.ucsc.edu/h/GCA_017655625.1	GCA_017655625.1	GCF_017655625.1	https://hgdownload.soe.ucsc.edu/hubs/GCF/017/655/625/GCF_017655625.1/genes/GCF_017655625.1_BP57.ncbiRefSeq.gtf.gz
8A	5849	GCF_900005855.1	True	Scaffold		24997804	152.0	1343538.0	7.0	150.0x	18.0	Full annotation	GCA_900005855.1	Plasmodium gallinaceum	5849	1,131567,2759,2698737,33630,5794,422676,5819,1639119,5820,418104,5849	Apicomplexa	Eukaryota			Apicomplexa	Aconoidasida	Haemosporida	Plasmodiidae	Plasmodium	Plasmodium gallinaceum		https://genome.ucsc.edu/h/GCF_900005855.1	GCA_900005855.1	GCF_900005855.1	https://hgdownload.soe.ucsc.edu/hubs/GCF/900/005/855/GCF_900005855.1/genes/GCF_900005855.1_PGAL8A.ncbiRefSeq.gtf.gz
	5871	GCF_024862765.1	True	Contig		12779071				186.0x	53.5	Full annotation	GCA_024862765.1	Babesia caballi	5871	1,131567,2759,2698737,33630,5794,422676,5863,32594,5864,5871	Apicomplexa	Eukaryota			Apicomplexa	Aconoidasida	Piroplasmida	Babesiidae	Babesia	Babesia caballi		https://genome.ucsc.edu/h/GCF_024862765.1	GCA_024862765.1	GCF_024862765.1	https://hgdownload.soe.ucsc.edu/hubs/GCF/024/862/765/GCF_024862765.1/genes/GCF_024862765.1_Bcaballi_D6B2_v1.0.ncbiRefSeq.gtf.gz
2922-C6/04-10x	135588	GCF_020186115.1	True	Scaffold		43414808	187.0	673467.0	16.0	200.0x	28.5	Full annotation	GCA_020186115.1	Histomonas meleagridis	135588	1,131567,2759,2611341,5719,740972,740973,135587,135588	Metamonada	Eukaryota			Parabasalia		Tritrichomonadida	Dientamoebidae	Histomonas	Histomonas meleagridis		https://genome.ucsc.edu/h/GCA_020186115.1	GCA_020186115.1	GCF_020186115.1	https://hgdownload.soe.ucsc.edu/hubs/GCF/020/186/115/GCF_020186115.1/genes/GCF_020186115.1_ASM2018611v1.ncbiRefSeq.gtf.gz
	94469	GCF_947086385.1	True	Scaffold		97615085	64.0	13784943.0	3.0	200.0x	41.5	Full annotation	GCA_947086385.1	Phlebotomus argentipes	94469	1,131567,2759,33154,33208,6072,33213,33317,1206794,88770,6656,197563,197562,6960,50557,85512,7496,33340,33392,7147,7148,43787,41831,7197,7198,13203,94468,94469	Arthropoda	Eukaryota		Metazoa	Arthropoda	Insecta	Diptera	Psychodidae	Phlebotomus	Phlebotomus argentipes		https://genome.ucsc.edu/h/GCF_947086385.1	GCA_947086385.1	GCF_947086385.1	https://hgdownload.soe.ucsc.edu/hubs/GCF/947/086/385/GCF_947086385.1/genes/GCF_947086385.1_Phlebotomus_argentipes_genome_assembly.ncbiRefSeq.gtf.gz
