Organism	Genome Source	Genome Version/Assembly ID	Is Reference Strain	Contigs	Supercontigs	Chromosomes	Species	Strain	VEuPathDB Project	taxId	asmId	genBank	refSeq	identical	sciName	comName	ucscBrowser	geneModelUrl
Pyricularia pennisetigena Br36	INSDC	GCA_004337985.1	yes	0	103	5	Pyricularia pennisetigena	Br36	FungiDB	1578925	GCF_004337985.1_PpBr36	GCA_004337985.1	GCF_004337985.1	True	Pyricularia pennisetigena	ascomycetes P.pennisetigena (Br36 2019 refseq)	https://genome.ucsc.edu/h/GCF_004337985.1	https://hgdownload.soe.ucsc.edu/hubs/GCA/004/337/985/GCA_004337985.1/genes/GCA_004337985.1_PpBr36.augustus.gtf.gz
Phytophthora plurivora AV1007	GenBank	GCA_002247145.1	yes	1897	0	0	Phytophthora plurivora	AV1007	FungiDB	639000	GCA_002247145.1_Plurivora_assembly_v1.fn	GCA_002247145.1		False	Phytophthora plurivora	downy mildews (AV1007 2017)	https://genome.ucsc.edu/h/GCA_002247145.1	https://hgdownload.soe.ucsc.edu/hubs/GCA/002/247/145/GCA_002247145.1/genes/GCA_002247145.1_Plurivora_assembly_v1.fn.augustus.gtf.gz
Plasmodium praefalciparum strain G01	INSDC	GCA_900095595.1	yes	0	39	14	Plasmodium praefalciparum	strain G01	PlasmoDB	880534	GCA_900095595.1_PPRFG01	GCA_900095595.1		False	Plasmodium sp. gorilla clade G1	apicomplexans P.sp. gorilla clade G1 (2018)	https://genome.ucsc.edu/h/GCA_900095595.1	https://hgdownload.soe.ucsc.edu/hubs/GCA/900/095/595/GCA_900095595.1/genes/GCA_900095595.1_PPRFG01.augustus.gtf.gz
Phytophthora ramorum 14567	INSDC	GCA_020800235.1	no	0	27	0	Phytophthora ramorum	14567	FungiDB	164328	GCA_020800235.1_ASM2080023v1	GCA_020800235.1		False	Phytophthora ramorum	sudden oak death agent (14567 PR-15-019 primary hap 2021)	https://genome.ucsc.edu/h/GCA_020800235.1	https://hgdownload.soe.ucsc.edu/hubs/GCA/020/800/235/GCA_020800235.1/genes/GCA_020800235.1_ASM2080023v1.augustus.gtf.gz
Phytophthora ramorum strain Pr102	GenBank	GCA_020800215.1	yes	0	28	0	Phytophthora ramorum	strain Pr102	FungiDB	164328	GCA_020800215.1_PR-102_v3_p	GCA_020800215.1	GCF_020800215.1	True	Phytophthora ramorum	sudden oak death agent (Pr-102 primary hap 2021)	https://genome.ucsc.edu/h/GCA_020800215.1	https://hgdownload.soe.ucsc.edu/hubs/GCA/020/800/215/GCA_020800215.1/genes/GCA_020800215.1_PR-102_v3_p.augustus.gtf.gz
Plasmodium reichenowi CDC	GenBank	GCA_000723685.1	yes	356	0	14	Plasmodium reichenowi	CDC	PlasmoDB	5854	GCF_000723685.1_PREICH001	GCA_000723685.1	GCF_000723685.1	True	Plasmodium reichenowi	apicomplexans P.reichenowi (CDC 2014)	https://genome.ucsc.edu/h/GCF_000723685.1	
Plasmodium reichenowi G01	GenBank	GCA_900097025.1	no	34	0	14	Plasmodium reichenowi	G01	PlasmoDB	5854	GCA_900097025.1_PRG01	GCA_900097025.1		False	Plasmodium reichenowi	apicomplexans P.reichenowi (2018)	https://genome.ucsc.edu/h/GCA_900097025.1	https://hgdownload.soe.ucsc.edu/hubs/GCA/900/097/025/GCA_900097025.1/genes/GCA_900097025.1_PRG01.augustus.gtf.gz
Plasmodium relictum SGS1-like	GenBank	GCA_900005765.1	yes	460	0	14	Plasmodium relictum	SGS1-like	PlasmoDB	85471	GCF_900005765.1_PRELSG	GCA_900005765.1	GCF_900005765.1	False	Plasmodium relictum	apicomplexans P.relictum (SGS1 2016)	https://genome.ucsc.edu/h/GCF_900005765.1	
Puccinia sorghi strain RO10H11247	INSDC	GCA_001263375.1	yes	0	15715	0	Puccinia sorghi	strain RO10H11247	FungiDB	27349	GCA_001263375.1_ASM126337v1	GCA_001263375.1		False	Puccinia sorghi	rust P.sorghi (RO10H11247 2015)	https://genome.ucsc.edu/h/GCA_001263375.1	https://hgdownload.soe.ucsc.edu/hubs/GCA/001/263/375/GCA_001263375.1/genes/GCA_001263375.1_ASM126337v1.augustus.gtf.gz
Puccinia striiformis strain 93-210	INSDC	GCA_002920065.1	yes	0	492	0	Puccinia striiformis	strain 93-210	FungiDB	27350	GCA_002920065.1_ASM292006v1	GCA_002920065.1		False	Puccinia striiformis	rust P.striiformis (93-210 2018)	https://genome.ucsc.edu/h/GCA_002920065.1	https://hgdownload.soe.ucsc.edu/hubs/GCA/002/920/065/GCA_002920065.1/genes/GCA_002920065.1_ASM292006v1.augustus.gtf.gz
Puccinia striiformis 93TX-2	INSDC	GCA_002920205.1	no	0	561	0	Puccinia striiformis	93TX-2	FungiDB	27350	GCA_002920205.1_ASM292020v1	GCA_002920205.1		False	Puccinia striiformis	rust P.striiformis (93TX-2 2018)	https://genome.ucsc.edu/h/GCA_002920205.1	https://hgdownload.soe.ucsc.edu/hubs/GCA/002/920/205/GCA_002920205.1/genes/GCA_002920205.1_ASM292020v1.augustus.gtf.gz
Paecilomyces variotii CBS 101075	INSDC	GCF_004022145.1	yes	0	86	0	Paecilomyces variotii	CBS 101075	FungiDB	264951	GCF_004022145.1_Paevar1	GCA_004022145.1	GCF_004022145.1	True	Paecilomyces variotii	ascomycetes B.spectabilis	https://genome.ucsc.edu/h/GCF_004022145.1	https://hgdownload.soe.ucsc.edu/hubs/GCF/004/022/145/GCF_004022145.1/genes/GCF_004022145.1_Paevar1.ncbiRefSeq.gtf.gz
Plasmodium vinckei Cameroon EL	INSDC	GCA_903994265.1	no	0	0	14	Plasmodium vinckei	Cameroon EL	PlasmoDB	5860	GCA_903994265.1_PVSEL_v1	GCA_903994265.1		False	Plasmodium vinckei	apicomplexans P.vinckei (2020)	https://genome.ucsc.edu/h/GCA_903994265.1	https://hgdownload.soe.ucsc.edu/hubs/GCA/903/994/265/GCA_903994265.1/genes/GCA_903994265.1_PVSEL_v1.augustus.gtf.gz
Plasmodium vinckei brucechwatti DA	INSDC	GCA_903994205.1	no	0	0	14	Plasmodium vinckei	brucechwatti DA	PlasmoDB	119398	GCA_903994205.1_PVBDA_v1	GCA_903994205.1		False	Plasmodium vinckei brucechwatti	apicomplexans P.vinckei brucechwatti (2020)	https://genome.ucsc.edu/h/GCA_903994205.1	https://hgdownload.soe.ucsc.edu/hubs/GCA/903/994/205/GCA_903994205.1/genes/GCA_903994205.1_PVBDA_v1.augustus.gtf.gz
Plasmodium vinckei lentum DE	INSDC	GCA_903994225.1	no	0	0	14	Plasmodium vinckei	lentum DE	PlasmoDB	138297	GCA_903994225.1_PVLDE_v1	GCA_903994225.1		False	Plasmodium vinckei lentum	apicomplexans P.vinckei lentum (2020)	https://genome.ucsc.edu/h/GCA_903994225.1	https://hgdownload.soe.ucsc.edu/hubs/GCA/903/994/225/GCA_903994225.1/genes/GCA_903994225.1_PVLDE_v1.augustus.gtf.gz
Plasmodium vinckei petteri strain CR	GenBank	GCA_000524515.1	no	0	66	0	Plasmodium vinckei	petteri strain CR	PlasmoDB	138298	GCA_000524515.1_Plas_vinc_pett_CR_V1	GCA_000524515.1		False	Plasmodium vinckei petteri	apicomplexans P.vinckei petteri (CR 2014)	https://genome.ucsc.edu/h/GCA_000524515.1	https://hgdownload.soe.ucsc.edu/hubs/GCA/000/524/515/GCA_000524515.1/genes/GCA_000524515.1_Plas_vinc_pett_CR_V1.augustus.gtf.gz
Plasmodium vinckei petteri CR 2020	INSDC	GCA_903994235.1	no	0	0	14	Plasmodium vinckei	petteri CR 2020	PlasmoDB	138298	GCA_903994235.1_PVPCR_v1	GCA_903994235.1		False	Plasmodium vinckei petteri	apicomplexans P.vinckei petteri (2020)	https://genome.ucsc.edu/h/GCA_903994235.1	https://hgdownload.soe.ucsc.edu/hubs/GCA/903/994/235/GCA_903994235.1/genes/GCA_903994235.1_PVPCR_v1.augustus.gtf.gz
Plasmodium vinckei vinckei CY	INSDC	GCA_900681995.1	yes	0	0	14	Plasmodium vinckei	vinckei CY	PlasmoDB	54757	GCF_900681995.1_PVVCY_v1	GCA_900681995.1	GCF_900681995.1	True	Plasmodium vinckei vinckei	apicomplexans P.vinckei vinckei (2019)	https://genome.ucsc.edu/h/GCF_900681995.1	
Plasmodium vinckei vinckei strain vinckei	GenBank	GCA_000709005.1	no	0	49	0	Plasmodium vinckei	vinckei strain vinckei	PlasmoDB	54757	GCF_000709005.1_Plas_vinc_vinckei_V1	GCA_000709005.1	GCF_000709005.1	True	Plasmodium vinckei vinckei	apicomplexans P.vinckei (vinckei 2014)	https://genome.ucsc.edu/h/GCF_000709005.1	
Plasmodium vivax P01	GenBank	GCA_900093555.2	yes	226	0	14	Plasmodium vivax	P01	PlasmoDB	5855	GCA_900093555.2_GCA_900093555	GCA_900093555.2		False	Plasmodium vivax	malaria parasite P. vivax (PvP01 2019)	https://genome.ucsc.edu/h/GCA_900093555.2	https://hgdownload.soe.ucsc.edu/hubs/GCA/900/093/555/GCA_900093555.2/genes/GCA_900093555.2_GCA_900093555.augustus.gtf.gz
Plasmodium vivax PAM	INSDC	GCA_949152365.1	no	0	28	0	Plasmodium vivax	PAM	PlasmoDB	5855	GCA_949152365.1_PVPAM	GCA_949152365.1		False	Plasmodium vivax	malaria parasite P. vivax (Pv01-19 2023)	https://genome.ucsc.edu/h/GCA_949152365.1	https://hgdownload.soe.ucsc.edu/hubs/GCA/949/152/365/GCA_949152365.1/genes/GCA_949152365.1_PVPAM.augustus.gtf.gz
Plasmodium vivax PvSY56	INSDC	GCA_003402215.1	no	0	14	0	Plasmodium vivax	PvSY56	PlasmoDB	5855	GCA_003402215.1_PvSY56_v1	GCA_003402215.1		False	Plasmodium vivax	malaria parasite P. vivax (PvSY56 2018)	https://genome.ucsc.edu/h/GCA_003402215.1	https://hgdownload.soe.ucsc.edu/hubs/GCA/003/402/215/GCA_003402215.1/genes/GCA_003402215.1_PvSY56_v1.augustus.gtf.gz
Plasmodium vivax PvW1	INSDC	GCA_914969965.1	no	0	19	0	Plasmodium vivax	PvW1	PlasmoDB	5855	GCA_914969965.1_5987STDY8548200	GCA_914969965.1		False	Plasmodium vivax	malaria parasite P. vivax (PvW1 2021)	https://genome.ucsc.edu/h/GCA_914969965.1	https://hgdownload.soe.ucsc.edu/hubs/GCA/914/969/965/GCA_914969965.1/genes/GCA_914969965.1_5987STDY8548200.augustus.gtf.gz
Pneumocystis wakefieldiae 2A	INSDC	GCA_017301755.1	yes	0	0	17	Pneumocystis wakefieldiae	2A	FungiDB	38082	GCA_017301755.1_ASM1730175v1	GCA_017301755.1		False	Pneumocystis wakefieldiae	ascomycetes P.wakefieldiae (2A 2021)	https://genome.ucsc.edu/h/GCA_017301755.1	https://hgdownload.soe.ucsc.edu/hubs/GCA/017/301/755/GCA_017301755.1/genes/GCA_017301755.1_ASM1730175v1.augustus.gtf.gz
Plasmodium yoelii yoelii 17X	GenBank	GCA_900002385.2	yes	0	0	14	Plasmodium yoelii	yoelii 17X	PlasmoDB	5861	GCF_900002385.2_GCA_900002385	GCA_900002385.2	GCF_900002385.2	False	Plasmodium yoelii	apicomplexans P.yoelii (17X 2019)	https://genome.ucsc.edu/h/GCF_900002385.2	
Plasmodium yoelii yoelii 17XNL 2023	INSDC	GCA_020844765.3	no	0	0	14	Plasmodium yoelii	yoelii 17XNL 2023	PlasmoDB	73239	GCA_020844765.3_17XNL_PSU_2	GCA_020844765.3		False	Plasmodium yoelii yoelii	apicomplexans P.yoelii yoelii (17XNL clone 1.1 2023)	https://genome.ucsc.edu/h/GCA_020844765.3	https://hgdownload.soe.ucsc.edu/hubs/GCA/020/844/765/GCA_020844765.3/genes/GCA_020844765.3_17XNL_PSU_2.augustus.gtf.gz
Plasmodium yoelii yoelii YM	INSDC	GCA_900002395.1	no	0	181	14	Plasmodium yoelii	yoelii YM	PlasmoDB	5861	GCA_900002395.1_PYYM01	GCA_900002395.1		False	Plasmodium yoelii	apicomplexans P.yoelii (YM 2014)	https://genome.ucsc.edu/h/GCA_900002395.1	https://hgdownload.soe.ucsc.edu/hubs/GCA/900/002/395/GCA_900002395.1/genes/GCA_900002395.1_PYYM01.augustus.gtf.gz
Rhipicephalus annulatus KleinGrass	INSDC	GCA_013436015.1	yes	0	16339	0	Rhipicephalus annulatus	KleinGrass	VectorBase	34611	GCA_013436015.1_TxGen_Rann	GCA_013436015.1		False	Rhipicephalus annulatus	mite/tick R.annulatus (Klein Grass 2020)	https://genome.ucsc.edu/h/GCA_013436015.1	https://hgdownload.soe.ucsc.edu/hubs/GCA/013/436/015/GCA_013436015.1/genes/GCA_013436015.1_TxGen_Rann.augustus.gtf.gz
Rhizophagus irregularis A1 (DAOM-664342)	GenBank	GCA_001593125.1	no	11196	0	0	Rhizophagus irregularis	A1 (DAOM-664342)	FungiDB	588596	GCA_001593125.1_ASM159312v1	GCA_001593125.1		False	Rhizophagus irregularis	glomeromycetes (A1 2016)	https://genome.ucsc.edu/h/GCA_001593125.1	https://hgdownload.soe.ucsc.edu/hubs/GCA/001/593/125/GCA_001593125.1/genes/GCA_001593125.1_ASM159312v1.augustus.gtf.gz
Rhizophagus irregularis C2	INSDC	GCA_020716745.1	no	0	0	33	Rhizophagus irregularis	C2	FungiDB	588596	GCA_020716745.1_ASM2071674v1	GCA_020716745.1		False	Rhizophagus irregularis	glomeromycetes (C2 2021)	https://genome.ucsc.edu/h/GCA_020716745.1	https://hgdownload.soe.ucsc.edu/hubs/GCA/020/716/745/GCA_020716745.1/genes/GCA_020716745.1_ASM2071674v1.augustus.gtf.gz
Raffaelea lauricola RL4	INSDC	GCA_014183025.1	yes	0	169	0	Raffaelea lauricola	RL4	FungiDB	483707	GCA_014183025.1_ASM1418302v1	GCA_014183025.1		False	Harringtonia lauricola	ascomycetes H.lauricola (RL4 2020)	https://genome.ucsc.edu/h/GCA_014183025.1	https://hgdownload.soe.ucsc.edu/hubs/GCA/014/183/025/GCA_014183025.1/genes/GCA_014183025.1_ASM1418302v1.augustus.gtf.gz
Rickenella mellea Ricmel1	INSDC	GCA_004355085.1	yes	0	848	0	Rickenella mellea	Ricmel1	FungiDB	50990	GCA_004355085.1_Ricmel1	GCA_004355085.1		False	Rickenella mellea	basidiomycetes R.mellea (SZMC22713 2019)	https://genome.ucsc.edu/h/GCA_004355085.1	https://hgdownload.soe.ucsc.edu/hubs/GCA/004/355/085/GCA_004355085.1/genes/GCA_004355085.1_Ricmel1.augustus.gtf.gz
Rhipicephalus microplus Rmic-2018	INSDC	GCA_013339725.1	yes	7036	0	11	Rhipicephalus microplus	Rmic-2018	VectorBase	6941	GCF_013339725.1_ASM1333972v1	GCA_013339725.1	GCF_013339725.1	False	Rhipicephalus microplus	southern cattle tick (Rmic-2018 2020 refseq)	https://genome.ucsc.edu/h/GCF_013339725.1	https://hgdownload.soe.ucsc.edu/hubs/GCA/013/339/725/GCA_013339725.1/genes/GCA_013339725.1_BIME_Rmic_1.3.augustus.gtf.gz
Rhizopus microsporus var. microsporus ATCC 52814	INSDC	GCA_002083745.1	yes	0	560	0	Rhizopus microsporus	var. microsporus ATCC 52814	FungiDB	86635	GCA_002083745.1_Rhimi_ATCC52814_1	GCA_002083745.1		False	Rhizopus microsporus var. microsporus	fungi R.microsporus var. microsporus (ATCC 52814 2017)	https://genome.ucsc.edu/h/GCA_002083745.1	https://hgdownload.soe.ucsc.edu/hubs/GCA/002/083/745/GCA_002083745.1/genes/GCA_002083745.1_Rhimi_ATCC52814_1.augustus.gtf.gz
Rattus norvegicus BN/NHsdMcwi	INSDC	GCA_015227675.2	yes	0	153	22	Rattus norvegicus	BN/NHsdMcwi	HostDB	10116	GCF_015227675.2_mRatBN7.2	GCA_015227675.2	GCF_015227675.2	True	Rattus norvegicus	Norway rat BN7.2	https://genome.ucsc.edu/h/GCF_015227675.2	https://hgdownload.soe.ucsc.edu/hubs/GCA/015/227/675/GCA_015227675.2/genes/GCA_015227675.2_mRatBN7.2.augustus.gtf.gz
Rhodnius prolixus CDC	INSDC	GCA_000181055.3	yes	0	16537	0	Rhodnius prolixus	CDC	VectorBase	13249	GCA_000181055.3_Rhodnius_prolixus-3.0.3	GCA_000181055.3		False	Rhodnius prolixus	bugs R.prolixus (2015)	https://genome.ucsc.edu/h/GCA_000181055.3	https://hgdownload.soe.ucsc.edu/hubs/GCA/000/181/055/GCA_000181055.3/genes/GCA_000181055.3_Rhodnius_prolixus-3.0.3.augustus.gtf.gz
Rhipicephalus sanguineus Rsan-2018	INSDC	GCF_013339695.2	yes	0	2316	11	Rhipicephalus sanguineus	Rsan-2018	VectorBase	34632	GCF_013339695.2_BIME_Rsan_1.4	GCA_013339695.2	GCF_013339695.2	False	Rhipicephalus sanguineus	brown dog tick (v1.4 Rsan-2018 2022)	https://genome.ucsc.edu/h/GCF_013339695.2	https://hgdownload.soe.ucsc.edu/hubs/GCF/013/339/695/GCF_013339695.2/genes/GCF_013339695.2_BIME_Rsan_1.4.ncbiRefSeq.gtf.gz
Scedosporium apiospermum IHEM 14462	GenBank	GCA_000732125.1	yes	176	0	0	Scedosporium apiospermum	IHEM 14462	FungiDB	563466	GCF_000732125.1_ScApio1.0	GCA_000732125.1	GCF_000732125.1	True	Scedosporium apiospermum	ascomycetes S.apiospermum	https://genome.ucsc.edu/h/GCF_000732125.1	
Stomoxys calcitrans USDA	INSDC	GCA_001015335.1	yes	0	12042	0	Stomoxys calcitrans	USDA	VectorBase	35570	GCF_001015335.1_Stomoxys_calcitrans-1.0.1	GCA_001015335.1	GCF_001015335.1	True	Stomoxys calcitrans	stable fly (8C7A2A5H3J4 2015 rewfseq)	https://genome.ucsc.edu/h/GCF_001015335.1	https://hgdownload.soe.ucsc.edu/hubs/GCA/001/015/335/GCA_001015335.1/genes/GCA_001015335.1_Stomoxys_calcitrans-1.0.1.augustus.gtf.gz
Sabethes cyaneus ScyaPA1	INSDC	GCF_943734655.1	yes	0	5	3	Sabethes cyaneus	ScyaPA1	VectorBase	53552	GCF_943734655.1_idSabCyanKW18_F2	GCA_943734655.2	GCF_943734655.1	False	Sabethes cyaneus	mosquito S.cyaneus (primary hap 2022)	https://genome.ucsc.edu/h/GCF_943734655.1	https://hgdownload.soe.ucsc.edu/hubs/GCF/943/734/655/GCF_943734655.1/genes/GCF_943734655.1_idSabCyanKW18_F2.ncbiRefSeq.gtf.gz
Synchytrium endobioticum MB42	INSDC	GCA_006535955.1	yes	0	786	0	Synchytrium endobioticum	MB42	FungiDB	286115	GCA_006535955.1_ASM653595v1	GCA_006535955.1		False	Synchytrium endobioticum	chytrids & allies (MB42 2019)	https://genome.ucsc.edu/h/GCA_006535955.1	https://hgdownload.soe.ucsc.edu/hubs/GCA/006/535/955/GCA_006535955.1/genes/GCA_006535955.1_ASM653595v1.augustus.gtf.gz
Saccharomycodes ludwigii UTAD17	INSDC	GCA_900491785.1	yes	0	1360	0	Saccharomycodes ludwigii	UTAD17	FungiDB	36035	GCA_900491785.1_S_ludwigii_v1	GCA_900491785.1		False	Saccharomycodes ludwigii	budding yeast S.ludwigii (UTAD17 2018)	https://genome.ucsc.edu/h/GCA_900491785.1	https://hgdownload.soe.ucsc.edu/hubs/GCA/900/491/785/GCA_900491785.1/genes/GCA_900491785.1_S_ludwigii_v1.augustus.gtf.gz
Sarcocystis neurona SN3	GenBank	GCA_000727475.1	yes	701	171	0	Sarcocystis neurona	SN3	ToxoDB	42890	GCA_000727475.1_ASM72747v1	GCA_000727475.1		False	Sarcocystis neurona	apicomplexans S.neurona (SN3 2014)	https://genome.ucsc.edu/h/GCA_000727475.1	https://hgdownload.soe.ucsc.edu/hubs/GCA/000/727/475/GCA_000727475.1/genes/GCA_000727475.1_ASM72747v1.augustus.gtf.gz
Sarcocystis neurona SO SN1	GenBank	GCA_000875885.1	no	0	3066	0	Sarcocystis neurona	SO SN1	ToxoDB	42890	GCA_000875885.1_ASM87588v1	GCA_000875885.1		False	Sarcocystis neurona	apicomplexans S.neurona (SN1 2015)	https://genome.ucsc.edu/h/GCA_000875885.1	https://hgdownload.soe.ucsc.edu/hubs/GCA/000/875/885/GCA_000875885.1/genes/GCA_000875885.1_ASM87588v1.augustus.gtf.gz
Saccharomyces paradoxus CBS432	INSDC	GCA_002079055.1	yes	0	0	16	Saccharomyces paradoxus	CBS432	FungiDB	27291	GCF_002079055.1_ASM207905v1	GCA_002079055.1	GCF_002079055.1	False	Saccharomyces paradoxus	budding yeast S.paradoxus	https://genome.ucsc.edu/h/GCF_002079055.1	
Sarcoptes scabiei Arlian	INSDC	GCA_000828355.1	yes	0	18859	0	Sarcoptes scabiei	Arlian	VectorBase	52283	GCA_000828355.1_SarSca1.0	GCA_000828355.1		False	Sarcoptes scabiei	mite/tick S.scabiei (Arlian Lab 2015)	https://genome.ucsc.edu/h/GCA_000828355.1	https://hgdownload.soe.ucsc.edu/hubs/GCA/000/828/355/GCA_000828355.1/genes/GCA_000828355.1_SarSca1.0.augustus.gtf.gz
Trichoderma atroviride strain JCM 9410	INSDC	GCA_001599035.1	yes	0	23	0	Trichoderma atroviride	strain JCM 9410	FungiDB	63577	GCA_001599035.1_JCM_9410_assembly_v001	GCA_001599035.1		False	Trichoderma atroviride	ascomycetes T.atroviride (JCM 9410 2016)	https://genome.ucsc.edu/h/GCA_001599035.1	https://hgdownload.soe.ucsc.edu/hubs/GCA/001/599/035/GCA_001599035.1/genes/GCA_001599035.1_JCM_9410_assembly_v001.augustus.gtf.gz
Trypanosoma brucei EATRO1125	INSDC	GCA_019096175.1	no	685	0	11	Trypanosoma brucei	EATRO1125	TriTrypDB	5691	GCA_019096175.1_IZB_EATRO1125_Draft_genome_1.0	GCA_019096175.1		False	Trypanosoma brucei	Trypanosoma brucei (EATRO1125 2021)	https://genome.ucsc.edu/h/GCA_019096175.1	https://hgdownload.soe.ucsc.edu/hubs/GCA/019/096/175/GCA_019096175.1/genes/GCA_019096175.1_IZB_EATRO1125_Draft_genome_1.0.augustus.gtf.gz
Trypanosoma brucei Lister strain 427 2018	GenBank	GCA_900497135.1	no	272	0	44	Trypanosoma brucei	Lister strain 427 2018	TriTrypDB	5702	GCA_900497135.1_HGAP3_Tb427v9	GCA_900497135.1		False	Trypanosoma brucei brucei	Trypanosoma brucei brucei (2018)	https://genome.ucsc.edu/h/GCA_900497135.1	https://hgdownload.soe.ucsc.edu/hubs/GCA/900/497/135/GCA_900497135.1/genes/GCA_900497135.1_HGAP3_Tb427v9.augustus.gtf.gz
Trichomonascus ciferrii CBS 4856	INSDC	GCA_008704605.1	yes	0	583	0	Trichomonascus ciferrii	CBS 4856	FungiDB	44093	GCA_008704605.1_ASM870460v1	GCA_008704605.1		False	Trichomonascus ciferrii	budding yeast T.ciferrii (CBS 4856 2019)	https://genome.ucsc.edu/h/GCA_008704605.1	https://hgdownload.soe.ucsc.edu/hubs/GCA/008/704/605/GCA_008704605.1/genes/GCA_008704605.1_ASM870460v1.augustus.gtf.gz
Trypanosoma congolense IL3000 2019	GenBank	GCA_003013265.1	no	364	0	11	Trypanosoma congolense	IL3000 2019	TriTrypDB	1068625	GCA_003013265.1_ASM301326v1	GCA_003013265.1		False	Trypanosoma congolense IL3000	Trypanosoma congolense (IL3000 2018 kinetoplastids)	https://genome.ucsc.edu/h/GCA_003013265.1	https://hgdownload.soe.ucsc.edu/hubs/GCA/003/013/265/GCA_003013265.1/genes/GCA_003013265.1_ASM301326v1.augustus.gtf.gz
Thelohania contejeani T1	INSDC	GCA_014805555.1	yes	0	1391	0	Thelohania contejeani	T1	MicrosporidiaDB	164912	GCA_014805555.1_ASM1480555v1	GCA_014805555.1		False	Astathelohania contejeani	microsporidians A.contejeani (T1 2020)	https://genome.ucsc.edu/h/GCA_014805555.1	https://hgdownload.soe.ucsc.edu/hubs/GCA/014/805/555/GCA_014805555.1/genes/GCA_014805555.1_ASM1480555v1.augustus.gtf.gz
Trypanosoma congolense Tc1/148	INSDC	GCA_002287245.1	no	0	536	0	Trypanosoma congolense	Tc1/148	TriTrypDB	5692	GCA_002287245.1_ASM228724v1	GCA_002287245.1		False	Trypanosoma congolense	Trypanosoma congolense (Tc1/148 2017)	https://genome.ucsc.edu/h/GCA_002287245.1	https://hgdownload.soe.ucsc.edu/hubs/GCA/002/287/245/GCA_002287245.1/genes/GCA_002287245.1_ASM228724v1.augustus.gtf.gz
Trypanosoma cruzi strain 231	GenBank	GCA_900252365.1	no	8469	0	0	Trypanosoma cruzi	strain 231	TriTrypDB	5693	GCA_900252365.1_TcIII_231rod	GCA_900252365.1		False	Trypanosoma cruzi	Trypanosoma cruzi (231 2018)	https://genome.ucsc.edu/h/GCA_900252365.1	https://hgdownload.soe.ucsc.edu/hubs/GCA/900/252/365/GCA_900252365.1/genes/GCA_900252365.1_TcIII_231rod.augustus.gtf.gz
Trypanosoma cruzi Berenice	INSDC	GCA_013358655.1	no	0	923	0	Trypanosoma cruzi	Berenice	TriTrypDB	5693	GCA_013358655.1_ASM1335865v1	GCA_013358655.1		False	Trypanosoma cruzi	Trypanosoma cruzi (Berenice 2020)	https://genome.ucsc.edu/h/GCA_013358655.1	https://hgdownload.soe.ucsc.edu/hubs/GCA/013/358/655/GCA_013358655.1/genes/GCA_013358655.1_ASM1335865v1.augustus.gtf.gz
Trypanosoma cruzi Brazil A4	GenBank	GCA_015033625.1	no	359	0	43	Trypanosoma cruzi	Brazil A4	TriTrypDB	5693	GCA_015033625.1_ASM1503362v1	GCA_015033625.1		False	Trypanosoma cruzi	Trypanosoma cruzi (Brazil clone A4 2020)	https://genome.ucsc.edu/h/GCA_015033625.1	https://hgdownload.soe.ucsc.edu/hubs/GCA/015/033/625/GCA_015033625.1/genes/GCA_015033625.1_ASM1503362v1.augustus.gtf.gz
Trypanosoma cruzi Bug2148	GenBank	GCA_002749415.1	no	929	0	0	Trypanosoma cruzi	Bug2148	TriTrypDB	5693	GCA_002749415.1_ASM274941v1	GCA_002749415.1		False	Trypanosoma cruzi	Trypanosoma cruzi (Bug2148 2017)	https://genome.ucsc.edu/h/GCA_002749415.1	https://hgdownload.soe.ucsc.edu/hubs/GCA/002/749/415/GCA_002749415.1/genes/GCA_002749415.1_ASM274941v1.augustus.gtf.gz
Trypanosoma cruzi strain CL	INSDC	GCA_003719155.1	no	0	7764	0	Trypanosoma cruzi	strain CL	TriTrypDB	5693	GCA_003719155.1_ASM371915v1	GCA_003719155.1		False	Trypanosoma cruzi	Trypanosoma cruzi (CL 2018)	https://genome.ucsc.edu/h/GCA_003719155.1	https://hgdownload.soe.ucsc.edu/hubs/GCA/003/719/155/GCA_003719155.1/genes/GCA_003719155.1_ASM371915v1.augustus.gtf.gz
Trypanosoma cruzi Dm28c 2017	GenBank	GCA_002219105.2	no	0	1029	0	Trypanosoma cruzi	Dm28c 2017	TriTrypDB	85057	GCA_002219105.2_TcruziDm28cPB1	GCA_002219105.2		False	Trypanosoma cruzi cruzi	Trypanosoma cruzi cruzi (Dm28c 2017)	https://genome.ucsc.edu/h/GCA_002219105.2	https://hgdownload.soe.ucsc.edu/hubs/GCA/002/219/105/GCA_002219105.2/genes/GCA_002219105.2_TcruziDm28cPB1.augustus.gtf.gz
Trypanosoma cruzi Dm28c 2018	GenBank	GCA_003177105.1	no	636	0	0	Trypanosoma cruzi	Dm28c 2018	TriTrypDB	5693	GCA_003177105.1_ASM317710v1	GCA_003177105.1		False	Trypanosoma cruzi	Trypanosoma cruzi (Dm28c 2018)	https://genome.ucsc.edu/h/GCA_003177105.1	https://hgdownload.soe.ucsc.edu/hubs/GCA/003/177/105/GCA_003177105.1/genes/GCA_003177105.1_ASM317710v1.augustus.gtf.gz
